"state_code","county","state_id"
"ME","Piscataquis","22"
"NV","Humboldt","34"
"AR","Cross","3"
"KY","Rockcastle","18"
"TN","Polk","43"
"PA","Potter","39"
"CO","Gunnison","6"
"WA","San Juan","48"
"VA","Giles","46"
"WI","Lafayette","49"
"TN","Wayne","43"
"VA","King William","46"
"MO","Pemiscot","25"
"GA","Rabun","11"
"AR","Van Buren","3"
"IN","Rush","16"
"WV","Barbour","50"
"MO","Dallas","25"
"FL","Dixie","10"
"IL","Bond","15"
"AR","Lawrence","3"
"AL","Washington","2"
"VA","Brunswick","46"
"OK","Marshall","37"
"MS","Jasper","26"
"AL","Fayette","2"
"AR","Marion","3"
"MT","Hill","27"
"IN","Fountain","16"
"OK","Pawnee","37"
"ID","Idaho","14"
"IL","Wayne","15"
"IL","Piatt","15"
"WI","Sawyer","49"
"MT","Park","27"
"MO","Bates","25"
"KS","Atchison","17"
"ND","Richland","29"
"WI","Crawford","49"
"IA","Clay","13"
"AR","Madison","3"
"GA","Dade","11"
"IA","Iowa","13"
"WV","Lewis","50"
"TN","Benton","43"
"KS","Neosho","17"
"CO","Alamosa","6"
"MN","Kanabec","24"
"MO","Moniteau","25"
"GA","Telfair","11"
"IL","Lawrence","15"
"OR","Baker","38"
"IA","Madison","13"
"MS","Smith","26"
"LA","Claiborne","19"
"NE","Otoe","30"
"IL","De Witt","15"
"KY","Henry","18"
"KY","Casey","18"
"KS","Osage","17"
"LA","Jackson","19"
"MN","Aitkin","24"
"TX","Pecos","44"
"IA","Floyd","13"
"MS","Clarke","26"
"IL","Richland","15"
"VA","Grayson","46"
"IL","Clark","15"
"VA","Appomattox","46"
"VA","Floyd","46"
"OK","Kingfisher","37"
"WI","Washburn","49"
"IL","Pike","15"
"KY","Lawrence","18"
"GA","Jefferson","11"
"WI","Ashland","49"
"GA","Brooks","11"
"IL","Mercer","15"
"FL","Gulf","10"
"MO","Dent","25"
"TX","Karnes","44"
"IN","Vermillion","16"
"NM","Torrance","33"
"TX","Reeves","44"
"WV","Wetzel","50"
"VA","Nottoway","46"
"LA","West Feliciana","19"
"SD","Union","42"
"MN","Roseau","24"
"WI","Marquette","49"
"CO","Grand","6"
"FL","Union","10"
"UT","San Juan","45"
"WI","Burnett","49"
"IA","Page","13"
"MN","Redwood","24"
"KY","Knott","18"
"WY","Carbon","51"
"OH","Harrison","36"
"MO","Macon","25"
"IN","Tipton","16"
"VA","Alleghany","46"
"ID","Gooding","14"
"MO","Livingston","25"
"MI","Arenac","23"
"IN","Brown","16"
"MI","Gogebic","23"
"GA","Jeff Davis","11"
"IA","Mills","13"
"MI","Missaukee","23"
"NC","Mitchell","28"
"IA","Hamilton","13"
"WI","Bayfield","49"
"IA","Kossuth","13"
"LA","LaSalle","19"
"GA","Oglethorpe","11"
"VA","Williamsburg","46"
"AL","Cleburne","2"
"TX","Nolan","44"
"MN","Sibley","24"
"AR","Clay","3"
"TN","Bledsoe","43"
"VA","Nelson","46"
"TX","Jackson","44"
"TN","Sequatchie","43"
"AL","Hale","2"
"OK","Choctaw","37"
"VA","Dickenson","46"
"MO","Gasconade","25"
"SC","Calhoun","41"
"MN","Renville","24"
"IL","Moultrie","15"
"OH","Morgan","36"
"KY","Union","18"
"IA","Butler","13"
"TX","Trinity","44"
"KS","Bourbon","17"
"KY","Pendleton","18"
"KY","Fleming","18"
"ND","Rolette","29"
"PA","Fulton","39"
"MS","Calhoun","26"
"MS","Walthall","26"
"IL","Carroll","15"
"KY","Trigg","18"
"VA","Clarke","46"
"OH","Noble","36"
"TN","Crockett","43"
"OK","Craig","37"
"SC","Bamberg","41"
"FL","Calhoun","10"
"SD","Oglala Lakota","42"
"FL","Hamilton","10"
"LA","Winn","19"
"CA","Mono","5"
"TX","Zapata","44"
"NE","Saline","30"
"CO","Las Animas","6"
"NC","Swain","28"
"KY","Estill","18"
"IL","Massac","15"
"KY","Larue","18"
"TX","Madison","44"
"WV","Braxton","50"
"MN","Pennington","24"
"TN","Cannon","43"
"GA","McIntosh","11"
"FL","Jefferson","10"
"MS","Tallahatchie","26"
"WI","Rusk","49"
"VA","Falls Church","46"
"NC","Chowan","28"
"IA","Harrison","13"
"IL","Washington","15"
"MO","Cedar","25"
"WV","Roane","50"
"IN","Newton","16"
"GA","Screven","11"
"SD","Clay","42"
"OK","Murray","37"
"OH","Monroe","36"
"WY","Converse","51"
"GA","Jasper","11"
"TX","Newton","44"
"MI","Crawford","23"
"AL","Lamar","2"
"IL","White","15"
"TX","Callahan","44"
"AL","Crenshaw","2"
"IA","O'Brien","13"
"OK","Atoka","37"
"IA","Allamakee","13"
"WV","Hardy","50"
"MN","Faribault","24"
"AK","Ketchikan Gateway","1"
"NE","York","30"
"GA","Dooly","11"
"MT","Glacier","27"
"MN","Wadena","24"
"MS","Greene","26"
"IL","Mason","15"
"MO","Osage","25"
"MO","Mississippi","25"
"AR","Izard","3"
"MO","Ripley","25"
"LA","Bienville","19"
"TX","Comanche","44"
"FL","Glades","10"
"ID","Franklin","14"
"AR","Lincoln","3"
"AK","Kodiak Island","1"
"NC","Perquimans","28"
"TN","Stewart","43"
"KY","Lewis","18"
"WI","Price","49"
"WV","Monroe","50"
"MT","Big Horn","27"
"WA","Pend Oreille","48"
"OK","Hughes","37"
"KY","Jackson","18"
"TN","Grundy","43"
"WY","Goshen","51"
"AL","Clay","2"
"ND","McKenzie","29"
"AR","Howard","3"
"MO","Douglas","25"
"GA","Macon","11"
"KY","Morgan","18"
"IL","Clay","15"
"IL","Ford","15"
"KS","Jackson","17"
"CO","Archuleta","6"
"MO","Wayne","25"
"VA","Madison","46"
"IL","Greene","15"
"CO","Moffat","6"
"WI","Buffalo","49"
"TX","Lamb","44"
"IA","Cass","13"
"OH","Vinton","36"
"KY","Webster","18"
"GA","Charlton","11"
"ID","Fremont","14"
"KY","Breathitt","18"
"VA","Amelia","46"
"AL","Choctaw","2"
"TX","Camp","44"
"UT","Millard","45"
"VA","Martinsville","46"
"WV","Summers","50"
"TX","Wilbarger","44"
"TX","Dawson","44"
"GA","Bleckley","11"
"AL","Sumter","2"
"KY","Butler","18"
"IA","Wright","13"
"SD","Lake","42"
"MI","Presque Isle","23"
"KY","Caldwell","18"
"NC","Pamlico","28"
"CA","Trinity","5"
"OK","Haskell","37"
"MS","Lawrence","26"
"ID","Shoshone","14"
"IN","Pulaski","16"
"KS","Allen","17"
"TX","Terry","44"
"MO","DeKalb","25"
"MN","Koochiching","24"
"IL","Johnson","15"
"IL","Cass","15"
"KY","Magoffin","18"
"AR","Stone","3"
"IA","Appanoose","13"
"MS","Amite","26"
"AL","Conecuh","2"
"IN","Pike","16"
"TX","Morris","44"
"MS","Yalobusha","26"
"IA","Union","13"
"KY","Bath","18"
"AR","Little River","3"
"GA","Crawford","11"
"KY","Todd","18"
"IL","Menard","15"
"KY","Powell","18"
"IA","Grundy","13"
"VA","Lunenburg","46"
"AR","Fulton","3"
"MO","Bollinger","25"
"VA","Northumberland","46"
"MO","Madison","25"
"TX","Red River","44"
"NM","Colfax","33"
"TX","Live Oak","44"
"KY","Edmonson","18"
"MO","Linn","25"
"TN","Meigs","43"
"VA","Poquoson","46"
"OK","Okfuskee","37"
"VA","Charlotte","46"
"TX","Zavala","44"
"TN","Lewis","43"
"IA","Chickasaw","13"
"KY","Washington","18"
"CO","Prowers","6"
"IN","Blackford","16"
"MS","Perry","26"
"KS","Marion","17"
"MN","Chippewa","24"
"NC","Washington","28"
"MT","Jefferson","27"
"VA","Northampton","46"
"WY","Big Horn","51"
"MI","Lake","23"
"ID","Boundary","14"
"FL","Franklin","10"
"MO","Barton","25"
"IA","Lyon","13"
"TX","Rains","44"
"WA","Skamania","48"
"GA","Heard","11"
"MT","Custer","27"
"AR","Desha","3"
"TN","Decatur","43"
"TN","Jackson","43"
"MT","Sanders","27"
"IL","Marshall","15"
"UT","Morgan","45"
"TX","Ward","44"
"KY","Martin","18"
"GA","Towns","11"
"WV","Grant","50"
"IA","Shelby","13"
"ND","Ramsey","29"
"ID","Owyhee","14"
"NC","Gates","28"
"IL","Wabash","15"
"VA","Greensville","46"
"MO","Montgomery","25"
"TX","Blanco","44"
"ID","Teton","14"
"VA","Sussex","46"
"IA","Cherokee","13"
"MS","Jefferson Davis","26"
"OK","Noble","37"
"LA","Madison","19"
"CO","Rio Grande","6"
"OR","Morrow","38"
"UT","Juab","45"
"MN","Cottonwood","24"
"TX","Duval","44"
"OK","Washita","37"
"MT","Fergus","27"
"GA","Pulaski","11"
"GA","Bacon","11"
"MT","Richland","27"
"IA","Louisa","13"
"MT","Roosevelt","27"
"MA","Nantucket","20"
"MI","Iron","23"
"OK","Pushmataha","37"
"OK","Johnston","37"
"MN","Pope","24"
"LA","West Carroll","19"
"NM","Sierra","33"
"NC","Alleghany","28"
"VA","Essex","46"
"KY","Green","18"
"MN","Watonwan","24"
"NE","Box Butte","30"
"NC","Clay","28"
"AR","Bradley","3"
"IL","Cumberland","15"
"NE","Custer","30"
"GA","Candler","11"
"IA","Hancock","13"
"KY","Owen","18"
"MI","Mackinac","23"
"NE","Red Willow","30"
"AL","Coosa","2"
"AR","Pike","3"
"ND","Walsh","29"
"VA","Lancaster","46"
"TX","Franklin","44"
"NE","Colfax","30"
"ID","Valley","14"
"ND","Barnes","29"
"MS","Noxubee","26"
"GA","Evans","11"
"IN","Switzerland","16"
"AL","Wilcox","2"
"VA","Middlesex","46"
"KY","Carroll","18"
"IA","Guthrie","13"
"MO","Oregon","25"
"KY","Monroe","18"
"AR","Chicot","3"
"IA","Mitchell","13"
"MT","Carbon","27"
"WA","Lincoln","48"
"IN","Crawford","16"
"MN","Lake","24"
"GA","Chattahoochee","11"
"NC","Camden","28"
"IA","Winnebago","13"
"TX","Sabine","44"
"TX","Dimmit","44"
"TX","Clay","44"
"GA","Lanier","11"
"AR","Scott","3"
"AR","Perry","3"
"MI","Alcona","23"
"OK","Latimer","37"
"OK","Nowata","37"
"ND","Mountrail","29"
"GA","Early","11"
"LA","St. Helena","19"
"SD","Roberts","42"
"KY","Leslie","18"
"TX","Runnels","44"
"AL","Bullock","2"
"MO","Ralls","25"
"TN","Trousdale","43"
"SD","Butte","42"
"IN","Martin","16"
"SD","Todd","42"
"KY","Clinton","18"
"IA","Keokuk","13"
"NE","Holt","30"
"MO","Iron","25"
"IA","Franklin","13"
"TX","Ochiltree","44"
"KS","Nemaha","17"
"UT","Emery","45"
"AL","Lowndes","2"
"MS","Carroll","26"
"MS","Montgomery","26"
"OK","Love","37"
"MO","Howard","25"
"ID","Washington","14"
"IA","Montgomery","13"
"KY","Metcalfe","18"
"TX","Marion","44"
"CO","Yuma","6"
"LA","Caldwell","19"
"MO","Grundy","25"
"AK","Nome","1"
"MS","Tunica","26"
"MO","Lewis","25"
"MN","Jackson","24"
"MS","Kemper","26"
"WY","Sublette","51"
"WV","Ritchie","50"
"GA","Wilkes","11"
"VA","Cumberland","46"
"MN","Yellow Medicine","24"
"IA","Sac","13"
"AK","North Slope","1"
"MN","Stevens","24"
"MS","Webster","26"
"LA","Catahoula","19"
"KS","Marshall","17"
"IA","Calhoun","13"
"TX","Parmer","44"
"GA","Johnson","11"
"NV","White Pine","34"
"KS","Linn","17"
"KS","Rice","17"
"UT","Grand","45"
"KS","Brown","17"
"NE","Cheyenne","30"
"NC","Jones","28"
"IL","Jasper","15"
"ND","McLean","29"
"OK","Blaine","37"
"IA","Humboldt","13"
"SC","McCormick","41"
"AZ","Greenlee","4"
"CO","Clear Creek","6"
"MT","Stillwater","27"
"KS","Pratt","17"
"IA","Emmet","13"
"MT","Beaverhead","27"
"MO","Hickory","25"
"MN","Rock","24"
"MN","Marshall","24"
"MO","St. Clair","25"
"TX","Stephens","44"
"IA","Clarke","13"
"MN","Swift","24"
"SD","Charles Mix","42"
"NE","Wayne","30"
"GA","Irwin","11"
"AL","Perry","2"
"KY","McLean","18"
"MI","Montmorency","23"
"AK","Valdez-Cordova","1"
"KY","Livingston","18"
"TX","Brewster","44"
"IA","Howard","13"
"NE","Hamilton","30"
"MO","Ozark","25"
"AR","Lee","3"
"MN","Pipestone","24"
"MT","Rosebud","27"
"MI","Alger","23"
"ID","Benewah","14"
"MT","Deer Lodge","27"
"NE","Phelps","30"
"MS","Claiborne","26"
"GA","Montgomery","11"
"OK","Woods","37"
"MO","Caldwell","25"
"SC","Allendale","41"
"MT","Dawson","27"
"GA","Wilkinson","11"
"IA","Palo Alto","13"
"KY","Crittenden","18"
"WI","Forest","49"
"NE","Cuming","30"
"AR","Montgomery","3"
"IA","Greene","13"
"KS","Cloud","17"
"IA","Davis","13"
"CA","Modoc","5"
"OK","Kiowa","37"
"VA","Richmond","46"
"MS","Wilkinson","26"
"TX","Somervell","44"
"TX","Jack","44"
"GA","Wilcox","11"
"MN","Clearwater","24"
"WV","Tyler","50"
"NE","Dawes","30"
"MO","Maries","25"
"GA","Jenkins","11"
"VA","Mathews","46"
"MO","Carroll","25"
"GA","Terrell","11"
"KY","Gallatin","18"
"IA","Monona","13"
"KY","Hancock","18"
"SD","Custer","42"
"TX","Archer","44"
"WV","Clay","50"
"KS","Wilson","17"
"IN","Benton","16"
"ID","Clearwater","14"
"AK","Sitka","1"
"FL","Lafayette","10"
"TX","Yoakum","44"
"MO","Monroe","25"
"IA","Lucas","13"
"WY","Platte","51"
"LA","Red River","19"
"WV","Doddridge","50"
"KY","Trimble","18"
"TX","Mitchell","44"
"GA","Hancock","11"
"NC","Graham","28"
"NE","Cedar","30"
"MO","Harrison","25"
"WY","Johnson","51"
"ND","Mercer","29"
"WV","Pocahontas","50"
"GA","Marion","11"
"NE","Knox","30"
"MI","Baraga","23"
"MS","Humphreys","26"
"WV","Webster","50"
"AR","Nevada","3"
"FL","Liberty","10"
"TX","Coleman","44"
"TX","Hamilton","44"
"NM","Quay","33"
"AL","Greene","2"
"GA","Seminole","11"
"KY","Bracken","18"
"MT","Madison","27"
"SD","Turner","42"
"MN","Murray","24"
"MO","Daviess","25"
"TX","San Augustine","44"
"MS","Choctaw","26"
"KY","Lyon","18"
"KS","Coffey","17"
"AK","Kusilvak","1"
"MI","Oscoda","23"
"GA","Atkinson","11"
"IN","Warren","16"
"MS","Benton","26"
"GA","Twiggs","11"
"MO","Shannon","25"
"AR","Prairie","3"
"IL","Hamilton","15"
"TN","Houston","43"
"VA","Franklin","46"
"AR","Cleveland","3"
"CO","Conejos","6"
"GA","Taylor","11"
"KS","Clay","17"
"NE","Keith","30"
"TX","McCulloch","44"
"CO","San Miguel","6"
"MI","Schoolcraft","23"
"WV","Gilmer","50"
"KY","Ballard","18"
"NE","Butler","30"
"WY","Washakie","51"
"ND","Traill","29"
"IA","Decatur","13"
"TN","Perry","43"
"NE","Richardson","30"
"GA","Turner","11"
"GA","Wheeler","11"
"AR","Searcy","3"
"TX","Winkler","44"
"GA","Lincoln","11"
"ID","Lemhi","14"
"OR","Lake","38"
"KS","Anderson","17"
"AR","Newton","3"
"KS","Thomas","17"
"IA","Monroe","13"
"NE","Merrick","30"
"CO","Lake","6"
"MS","Franklin","26"
"AK","Northwest Arctic","1"
"OK","Major","37"
"KS","Doniphan","17"
"TX","Castro","44"
"ID","Power","14"
"TN","Clay","43"
"MO","Dade","25"
"WA","Ferry","48"
"TX","Goliad","44"
"KY","Elliott","18"
"UT","Kane","45"
"MO","Chariton","25"
"WV","Pleasants","50"
"WY","Crook","51"
"MT","Valley","27"
"KS","Grant","17"
"CO","Kit Carson","6"
"IA","Worth","13"
"TX","Swisher","44"
"TX","La Salle","44"
"OK","Tillman","37"
"TN","Lake","43"
"ID","Boise","14"
"VA","Rappahannock","46"
"KS","Kingman","17"
"PA","Forest","39"
"SD","Hutchinson","42"
"TX","Dallam","44"
"WV","Calhoun","50"
"AR","Dallas","3"
"OR","Harney","38"
"WI","Pepin","49"
"TX","Childress","44"
"VA","Lexington","46"
"MS","Jefferson","26"
"KY","Wolfe","18"
"OR","Grant","38"
"MS","Quitman","26"
"NE","Thurston","30"
"KY","Nicholas","18"
"IA","Van Buren","13"
"SD","Grant","42"
"TX","Refugio","44"
"NE","Jefferson","30"
"NE","Pierce","30"
"TX","Brooks","44"
"IN","Union","16"
"TX","Bailey","44"
"LA","East Carroll","19"
"IA","Adair","13"
"AR","Monroe","3"
"WY","Weston","51"
"VA","King and Queen","46"
"VT","Grand Isle","47"
"VA","Charles City","46"
"OR","Wallowa","38"
"WV","Pendleton","50"
"WV","Tucker","50"
"TX","Presidio","44"
"NE","Nemaha","30"
"GA","Randolph","11"
"IL","Schuyler","15"
"ID","Caribou","14"
"KS","Russell","17"
"ND","Pembina","29"
"IA","Fremont","13"
"LA","Cameron","19"
"SD","Bon Homme","42"
"IA","Ida","13"
"KS","Wabaunsee","17"
"KY","Lee","18"
"AK","Southeast Fairbanks","1"
"ND","Benson","29"
"MT","Powell","27"
"IL","Henderson","15"
"AR","Lafayette","3"
"IA","Pocahontas","13"
"GA","Treutlen","11"
"MO","Clark","25"
"SD","Fall River","42"
"MN","Lac qui Parle","24"
"MT","Blaine","27"
"KY","Cumberland","18"
"GA","Clinch","11"
"CO","Huerfano","6"
"KS","Pawnee","17"
"IL","Brown","15"
"MO","Gentry","25"
"NV","Pershing","34"
"CO","Saguache","6"
"TN","Hancock","43"
"AR","Woodruff","3"
"NE","Kearney","30"
"VA","Surry","46"
"MN","Norman","24"
"UT","Beaver","45"
"VA","Galax","46"
"NE","Burt","30"
"SD","Moody","42"
"ND","Bottineau","29"
"VA","Buena Vista","46"
"SD","Spink","42"
"IL","Edwards","15"
"KY","Menifee","18"
"IA","Wayne","13"
"NE","Howard","30"
"AK","Prince of Wales-Hyder","1"
"VA","Bland","46"
"CO","Rio Blanco","6"
"TN","Moore","43"
"GA","Calhoun","11"
"NE","Antelope","30"
"MI","Luce","23"
"GA","Talbot","11"
"GA","Stewart","11"
"MN","Wilkin","24"
"MO","Reynolds","25"
"IL","Alexander","15"
"MO","Sullivan","25"
"KS","Ellsworth","17"
"NE","Clay","30"
"VT","Essex","47"
"IA","Taylor","13"
"OK","Jefferson","37"
"MO","Carter","25"
"KS","Mitchell","17"
"PA","Sullivan","39"
"KY","Fulton","18"
"MT","Teton","27"
"KS","Greenwood","17"
"TX","Garza","44"
"IA","Osceola","13"
"KS","Gray","17"
"SD","Hamlin","42"
"CO","Gilpin","6"
"MO","Shelby","25"
"TX","Carson","44"
"ID","Bear Lake","14"
"MT","Pondera","27"
"TX","San Saba","44"
"NE","Stanton","30"
"MT","Broadwater","27"
"KS","Sherman","17"
"MN","Grant","24"
"ND","McHenry","29"
"MI","Ontonagon","23"
"IN","Ohio","16"
"OK","Greer","37"
"OK","Cotton","37"
"OK","Alfalfa","37"
"TX","Crosby","44"
"SD","Dewey","42"
"TX","Lynn","44"
"KS","Ottawa","17"
"TX","Floyd","44"
"WV","Wirt","50"
"GA","Miller","11"
"CO","Bent","6"
"NE","Cherry","30"
"TN","Van Buren","43"
"CO","Crowley","6"
"MT","Chouteau","27"
"TX","Haskell","44"
"IL","Putnam","15"
"NE","Dixon","30"
"AK","Aleutians West","1"
"WI","Iron","49"
"MN","Lincoln","24"
"TX","Hartley","44"
"TX","Martin","44"
"NV","Lander","34"
"KS","Stevens","17"
"VA","Covington","46"
"KS","Harper","17"
"CO","Lincoln","6"
"OK","Coal","37"
"IA","Audubon","13"
"KS","Morris","17"
"SD","McCook","42"
"NE","Fillmore","30"
"TX","Hansford","44"
"IL","Pulaski","15"
"MN","Mahnomen","24"
"KS","Washington","17"
"SD","Day","42"
"SD","Tripp","42"
"SD","Walworth","42"
"IL","Stark","15"
"KS","Norton","17"
"VA","Emporia","46"
"AK","Yukon-Koyukuk","1"
"OK","Beaver","37"
"MN","Cook","24"
"ID","Lincoln","14"
"KS","Phillips","17"
"TX","Wheeler","44"
"ND","Ransom","29"
"GA","Warren","11"
"NE","Boone","30"
"SD","Brule","42"
"TX","Delta","44"
"TX","Jim Hogg","44"
"NE","Sheridan","30"
"MO","Atchison","25"
"NE","Polk","30"
"GA","Schley","11"
"NC","Hyde","28"
"AR","Calhoun","3"
"NV","Lincoln","34"
"NE","Johnson","30"
"VA","Craig","46"
